binned_distance	distance	AG.v50.1cell.iced.5kb	AG.v50.48hr.iced.5kb	AG.v50.60hr.iced.5kb	AG.v50.5day.iced.5kb	AG.v50.10day.iced.5kb
8400000	8449189.5	0.026290852540865474	0.007946613	0.004615861	0.004365052	0.023352359039697682
8500000	8549209.5	0.025352091742391242	0.007505258	0.004636511	0.005552879	0.023873041
8600000	8649229.5	0.025790405	0.007865747	0.00436354	0.005217697	0.021127261706973557
8700000	8749249.5	0.025203931	0.007712835	0.004524183	0.005255746	0.022740533717839347
8800000	8849269.5	0.025283072	0.007616372	0.004537762	0.004794959	0.019196216
8900000	8949289.5	0.025280714196769798	0.007582057	0.004292365	0.004717452	0.018531338
9000000	9049309.5	0.025079737262928142	0.00718327	0.004353697	0.005395311	0.019931436300670676
9100000	9149329.5	0.024296231016007308	0.00719285	0.004173485	0.003992353	0.017931862818659522
9200000	9249349.5	0.024842654278613877	0.007081792	0.004289856	0.005618194	0.017550648744613134
9300000	9349369.5	0.024633046922248786	0.007000706	0.004036789	0.004178432	0.015766662263645568
9400000	9449389.5	0.023662223	0.007159075	0.004032066	0.00351957	0.017819838
9500000	9549409.5	0.023234414671352104	0.007053215	0.003763942	0.003928381	0.014979156273093605
9600000	9649429.5	0.023243755	0.006846371	0.004037858	0.003172612	0.015585073515177092
9700000	9749449.5	0.023019226	0.006761912	0.003933965	0.003771497	0.014693333355249524
9800000	9849469.5	0.024298558626641143	0.007510344	0.004416471	0.007512332	0.01749545
9900000	9949489.5	0.022346107	0.006492112	0.003841431	0.004542618	0.014734815527805156
10000000	10049509.5	0.022077917967217572	0.006559161	0.003769184	0.004240587	0.013546315313538412
10100000	10149529.5	0.022427467790688927	0.006131956	0.003826837	0.003718976	0.013595836867641733
10200000	10249549.5	0.021811442989762037	0.006722749	0.003707418	0.003473579	0.018562618339477505
10300000	10349569.5	0.022410806	0.006240314	0.003599502	0.003367245	0.014346602361905703
10400000	10449589.5	0.021063578757304358	0.006151081	0.003755569	0.002855454	0.016192656
10500000	10549609.5	0.020547585758974432	0.006421131	0.003554988	0.003404048	0.011887848838937903
10600000	10649629.5	0.022386428585364077	0.006333689	0.003664394	0.004790535	0.011887361959990584
